Roster Month/Year,Start,End,Block Total,Flight,Origin,City_Origin,Country_Origin,Latitude_Origin,Longitude_Origin,Destination,City_Destination,Country_Destination,Latitude_Destination,Longitude_Destination,Aircraft Type,Rank
Jun-2015,2015-06-15 20:17:00,2015-06-16 07:21:00,0 days 11:04:00.000000000,VS601,LHR,London,United Kingdom,51.4706,-0.461941,JNB,Johannesburg,South Africa,-26.1392,28.246,346,CC
Jun-2015,2015-06-17 18:07:00,2015-06-18 05:35:00,0 days 11:28:00.000000000,VS602,JNB,Johannesburg,South Africa,-26.1392,28.246,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Jun-2015,2015-06-22 14:15:00,2015-06-23 01:35:00,0 days 11:20:00.000000000,VS250,LHR,London,United Kingdom,51.4706,-0.461941,PVG,Shanghai,China,31.143400192260746,121.80500030517578,789,CC
Jun-2015,2015-06-25 03:33:00,2015-06-25 15:50:00,0 days 12:17:00.000000000,VS251,PVG,Shanghai,China,31.143400192260746,121.80500030517578,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Jun-2015,2015-06-28 09:19:00,2015-06-28 17:56:00,0 days 08:37:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Jun-2015,2015-06-29 23:03:00,2015-06-30 07:12:00,0 days 08:09:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2015,2015-07-03 10:16:00,2015-07-03 18:09:00,0 days 07:53:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Jul-2015,2015-07-04 21:48:00,2015-07-05 05:16:00,0 days 07:28:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2015,2015-07-08 09:06:00,2015-07-08 17:15:00,0 days 08:09:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Jul-2015,2015-07-09 22:05:00,2015-07-10 05:13:00,0 days 07:08:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2015,2015-07-13 08:45:00,2015-07-13 17:36:00,0 days 08:51:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Jul-2015,2015-07-14 22:53:00,2015-07-15 06:48:00,0 days 07:55:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2015,2015-07-18 08:54:00,2015-07-18 17:41:00,0 days 08:47:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Jul-2015,2015-07-19 22:55:00,2015-07-20 06:56:00,0 days 08:01:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2015,2015-07-23 08:15:00,2015-07-23 16:00:00,0 days 07:45:00.000000000,VS3,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,346,CC
Jul-2015,2015-07-24 12:38:00,2015-07-24 19:18:00,0 days 06:40:00.000000000,VS26,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Jul-2015,2015-07-26 13:35:00,2015-07-26 21:17:00,0 days 07:42:00.000000000,VS45,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,744,CC
Jul-2015,2015-07-27 23:30:00,2015-07-28 06:23:00,0 days 06:53:00.000000000,VS46,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Aug-2015,2015-08-01 10:35:00,2015-08-01 20:50:00,0 days 10:15:00.000000000,VS43,LGW,London,United Kingdom,51.148102,-0.190278,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,744,CC
Aug-2015,2015-08-03 23:42:00,2015-08-04 09:54:00,0 days 10:12:00.000000000,VS44,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Aug-2015,2015-08-08 09:20:00,2015-08-08 17:15:00,0 days 07:55:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Aug-2015,2015-08-09 21:48:00,2015-08-10 05:19:00,0 days 07:31:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Aug-2015,2015-08-17 16:45:00,2015-08-18 00:14:00,0 days 07:29:00.000000000,VS1,LHR,London,United Kingdom,51.4706,-0.461941,EWR,Newark,United States,40.69250106811523,-74.168701171875,346,CC
Aug-2015,2015-08-19 02:52:00,2015-08-19 09:36:00,0 days 06:44:00.000000000,VS2,EWR,Newark,United States,40.69250106811523,-74.168701171875,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Aug-2015,2015-08-23 21:25:00,2015-08-24 09:23:00,0 days 11:58:00.000000000,VS206,LHR,London,United Kingdom,51.4706,-0.461941,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,789,CC
Aug-2015,2015-08-26 15:45:00,2015-08-27 04:12:00,0 days 12:27:00.000000000,VS207,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Aug-2015,2015-08-30 08:45:00,2015-08-30 17:22:00,0 days 08:37:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Sep-2015,2015-08-31 23:03:00,2015-09-01 06:56:00,0 days 07:53:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Sep-2015,2015-09-13 08:42:00,2015-09-13 17:14:00,0 days 08:32:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Sep-2015,2015-09-14 23:10:00,2015-09-15 07:08:00,0 days 07:58:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Sep-2015,2015-09-18 09:06:00,2015-09-18 17:12:00,0 days 08:06:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Sep-2015,2015-09-19 22:01:00,2015-09-20 05:21:00,0 days 07:20:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Sep-2015,2015-09-24 08:42:00,2015-09-24 17:39:00,0 days 08:57:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Sep-2015,2015-09-25 22:55:00,2015-09-26 06:53:00,0 days 07:58:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Oct-2015,2015-10-06 14:35:00,2015-10-07 01:17:00,0 days 10:42:00.000000000,VS41,LHR,London,United Kingdom,51.4706,-0.461941,SFO,San Francisco,United States,37.61899948120117,-122.375,346,CC
Oct-2015,2015-10-09 04:19:00,2015-10-09 15:02:00,0 days 10:43:00.000000000,VS42,SFO,San Francisco,United States,37.61899948120117,-122.375,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Oct-2015,2015-10-13 19:20:00,2015-10-14 03:14:00,0 days 07:54:00.000000000,VS25,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,346,CC
Oct-2015,2015-10-14 22:26:00,2015-10-15 05:26:00,0 days 07:00:00.000000000,VS4,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Oct-2015,2015-10-19 11:27:00,2015-10-19 19:36:00,0 days 08:09:00.000000000,VS111,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,333,CC
Oct-2015,2015-10-20 23:55:00,2015-10-21 06:50:00,0 days 06:55:00.000000000,VS112,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Oct-2015,2015-10-25 14:33:00,2015-10-25 22:31:00,0 days 07:58:00.000000000,VS45,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,346,CC
Oct-2015,2015-10-29 01:00:00,2015-10-29 07:42:00,0 days 00:00:00.000000000,VS46,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Nov-2015,2015-11-01 11:59:00,2015-11-01 23:51:00,0 days 11:52:00.000000000,VS23,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,346,CC
Nov-2015,2015-11-03 03:03:00,2015-11-03 13:34:00,0 days 00:00:00.000000000,VS8,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Nov-2015,2015-11-08 09:40:00,2015-11-08 17:49:00,0 days 08:09:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Nov-2015,2015-11-09 22:58:00,2015-11-10 06:28:00,0 days 07:30:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Nov-2015,2015-11-14 09:35:00,2015-11-14 18:11:00,0 days 08:36:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Nov-2015,2015-11-16 22:59:00,2015-11-17 06:34:00,0 days 07:35:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Nov-2015,2015-11-20 09:46:00,2015-11-20 18:02:00,0 days 08:16:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Nov-2015,2015-11-21 23:23:00,2015-11-22 08:16:00,0 days 08:53:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Nov-2015,2015-11-29 09:47:00,2015-11-29 18:23:00,0 days 08:36:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Dec-2015,2015-11-30 23:07:00,2015-12-01 06:19:00,0 days 07:12:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Dec-2015,2015-12-11 13:14:00,2015-12-12 00:17:00,0 days 11:03:00.000000000,VS41,LHR,London,United Kingdom,51.4706,-0.461941,SFO,San Francisco,United States,37.61899948120117,-122.375,789,CC
Dec-2015,2015-12-16 05:05:00,2015-12-16 15:41:00,0 days 10:36:00.000000000,VS42,SFO,San Francisco,United States,37.61899948120117,-122.375,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Dec-2015,2015-12-20 14:35:00,2015-12-20 22:26:00,0 days 07:51:00.000000000,VS45,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,346,CC
Dec-2015,2015-12-22 01:15:00,2015-12-22 07:50:00,0 days 06:35:00.000000000,VS46,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Dec-2015,2015-12-25 15:29:00,2015-12-25 23:44:00,0 days 08:15:00.000000000,VS1,LHR,London,United Kingdom,51.4706,-0.461941,EWR,Newark,United States,40.69250106811523,-74.168701171875,346,CC
Dec-2015,2015-12-27 01:53:00,2015-12-27 08:24:00,0 days 06:31:00.000000000,VS2,EWR,Newark,United States,40.69250106811523,-74.168701171875,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Dec-2015,2015-12-28 15:45:00,2015-12-28 23:40:00,0 days 07:55:00.000000000,VS1,LHR,London,United Kingdom,51.4706,-0.461941,EWR,Newark,United States,40.69250106811523,-74.168701171875,346,CC
Dec-2015,2015-12-30 02:03:00,2015-12-30 08:32:00,0 days 06:29:00.000000000,VS2,EWR,Newark,United States,40.69250106811523,-74.168701171875,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Jan-2016,2016-01-04 22:29:00,2016-01-05 05:18:00,0 days 06:49:00.000000000,VS651,LHR,London,United Kingdom,51.4706,-0.461941,LOS,Lagos,Nigeria,6.5773701667785645,3.321160078048706,346,CC
Jan-2016,2016-01-06 10:12:00,2016-01-06 16:42:00,0 days 06:30:00.000000000,VS652,LOS,Lagos,Nigeria,6.5773701667785645,3.321160078048706,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Jan-2016,2016-01-10 13:30:00,2016-01-11 00:52:00,0 days 11:22:00.000000000,VS250,LHR,London,United Kingdom,51.4706,-0.461941,PVG,Shanghai,China,31.143400192260746,121.80500030517578,789,CC
Jan-2016,2016-01-14 03:38:00,2016-01-14 15:55:00,0 days 12:17:00.000000000,VS251,PVG,Shanghai,China,31.143400192260746,121.80500030517578,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Jan-2016,2016-01-29 21:10:00,2016-01-30 08:04:00,0 days 10:54:00.000000000,VS601,LHR,London,United Kingdom,51.4706,-0.461941,JNB,Johannesburg,South Africa,-26.1392,28.246,789,CC
Feb-2016,2016-01-31 19:28:00,2016-02-01 06:51:00,0 days 11:23:00.000000000,VS602,JNB,Johannesburg,South Africa,-26.1392,28.246,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Feb-2016,2016-02-14 09:40:00,2016-02-14 18:08:00,0 days 08:28:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Feb-2016,2016-02-15 23:15:00,2016-02-16 06:26:00,0 days 07:11:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Mar-2016,2016-02-29 20:39:00,2016-03-01 08:04:00,0 days 11:25:00.000000000,VS206,LHR,London,United Kingdom,51.4706,-0.461941,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,789,CC
Mar-2016,2016-03-03 15:51:00,2016-03-04 05:00:00,0 days 13:09:00.000000000,VS207,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Mar-2016,2016-03-08 12:24:00,2016-03-08 22:47:00,0 days 10:23:00.000000000,VS93,LGW,London,United Kingdom,51.148102,-0.190278,CUN,Cancun,Mexico,21.036500930800003,-86.8770980835,744,CC
Mar-2016,2016-03-13 02:01:00,2016-03-13 11:31:00,0 days 09:30:00.000000000,VS94,CUN,Cancun,Mexico,21.036500930800003,-86.8770980835,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Mar-2016,2016-03-22 14:35:00,2016-03-22 22:35:00,0 days 08:00:00.000000000,VS45,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,744,CC
Mar-2016,2016-03-24 02:20:00,2016-03-24 08:43:00,0 days 06:23:00.000000000,VS46,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,744,CC
Mar-2016,2016-03-26 10:29:00,2016-03-26 20:55:00,0 days 00:00:00.000000000,VS43,LGW,London,United Kingdom,51.148102,-0.190278,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,744,CC
Mar-2016,2016-03-28 01:05:00,2016-03-28 10:36:00,0 days 09:31:00.000000000,VS86,LAS,Las Vegas,United States,36.08010101,-115.15200039999999,MAN,Manchester,United Kingdom,53.35369873046875,-2.2749500274658203,744,CC
Apr-2016,2016-04-01 08:20:00,2016-04-01 09:52:00,0 days 01:32:00.000000000,VS71,LGW,London,United Kingdom,51.148102,-0.190278,GLA,Glasgow,United Kingdom,55.8718986511,-4.43306016922,744,CC
Apr-2016,2016-04-01 08:55:00,2016-04-02 18:06:00,0 days 09:11:00.000000000,VS71,GLA,Glasgow,United Kingdom,55.8718986511,-4.43306016922,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,744,CC
Apr-2016,2016-04-04 00:03:00,2016-04-04 07:52:00,0 days 00:00:00.000000000,VS16,MCO,Orlando,United States,28.429399490356445,-81.30899810791016,LGW,London,United Kingdom,51.148102,-0.190278,744,CC
Apr-2016,2016-04-07 09:29:00,2016-04-07 17:40:00,0 days 08:11:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Apr-2016,2016-04-08 21:50:00,2016-04-09 05:25:00,0 days 07:35:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Apr-2016,2016-04-12 19:15:00,2016-04-13 02:26:00,0 days 07:11:00.000000000,VS25,LHR,London,United Kingdom,51.4706,-0.461941,JFK,New York,United States,40.63980103,-73.77890015,346,CC
Apr-2016,2016-04-13 22:23:00,2016-04-14 05:45:00,0 days 07:22:00.000000000,VS4,JFK,New York,United States,40.63980103,-73.77890015,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Apr-2016,2016-04-17 10:08:00,2016-04-17 21:48:00,0 days 11:40:00.000000000,VS7,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,789,CC
Apr-2016,2016-04-20 00:39:00,2016-04-20 11:12:00,0 days 10:33:00.000000000,VS8,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Apr-2016,2016-04-24 09:27:00,2016-04-24 17:24:00,0 days 07:57:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Apr-2016,2016-04-25 21:45:00,2016-04-26 05:22:00,0 days 07:37:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Apr-2016,2016-04-29 08:19:00,2016-04-29 16:47:00,0 days 08:28:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
May-2016,2016-04-30 22:55:00,2016-05-01 06:44:00,0 days 07:49:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
May-2016,2016-05-04 21:25:00,2016-05-05 09:19:00,0 days 11:54:00.000000000,VS206,LHR,London,United Kingdom,51.4706,-0.461941,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,789,CC
May-2016,2016-05-07 15:52:00,2016-05-08 04:29:00,0 days 12:37:00.000000000,VS207,HKG,Hong Kong,Hong Kong,22.308901000000002,113.915001,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
May-2016,2016-05-17 16:16:00,2016-05-17 00:00:00,0 days 07:43:00.000000000,VS1,LHR,London,United Kingdom,51.4706,-0.461941,EWR,Newark,United States,40.69250106811523,-74.168701171875,333,CC
May-2016,2016-05-19 02:20:00,2016-05-19 08:30:00,0 days 06:10:00.000000000,VS2,EWR,Newark,United States,40.69250106811523,-74.168701171875,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
May-2016,2016-05-22 08:20:00,2016-05-22 16:43:00,0 days 08:23:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
May-2016,2016-05-23 23:00:00,2016-05-24 07:19:00,0 days 08:19:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
May-2016,2016-05-27 09:21:00,2016-05-27 17:50:00,0 days 08:29:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
May-2016,2016-05-28 21:39:00,2016-05-29 05:22:00,0 days 07:43:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jun-2016,2016-06-01 08:16:00,2016-06-01 16:54:00,0 days 08:38:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Jun-2016,2016-06-02 22:52:00,2016-06-03 07:07:00,0 days 08:15:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jun-2016,2016-06-06 10:28:00,2016-06-06 21:24:00,0 days 10:56:00.000000000,VS7,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,789,CC
Jun-2016,2016-06-09 00:42:00,2016-06-09 11:30:00,0 days 10:48:00.000000000,VS8,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Jun-2016,2016-06-28 09:30:00,2016-06-28 18:12:00,0 days 08:42:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Jun-2016,2016-06-29 21:46:00,2016-06-30 05:22:00,0 days 07:36:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2016,2016-07-03 10:13:00,2016-07-03 21:18:00,0 days 11:05:00.000000000,VS7,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,789,CC
Jul-2016,2016-07-06 00:37:00,2016-07-06 10:36:00,0 days 09:59:00.000000000,VS8,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Jul-2016,2016-07-11 09:45:00,2016-07-11 17:40:00,0 days 07:55:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Jul-2016,2016-07-12 22:59:00,2016-07-13 06:37:00,0 days 07:38:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2016,2016-07-16 08:20:00,2016-07-16 17:14:00,0 days 08:54:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Jul-2016,2016-07-17 22:46:00,2016-07-18 06:18:00,0 days 07:32:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Jul-2016,2016-07-21 14:40:00,2016-07-22 01:54:00,0 days 11:14:00.000000000,VS41,LHR,London,United Kingdom,51.4706,-0.461941,SFO,San Francisco,United States,37.61899948120117,-122.375,789,CC
Jul-2016,2016-07-25 04:43:00,2016-07-25 14:37:00,0 days 09:54:00.000000000,VS42,SFO,San Francisco,United States,37.61899948120117,-122.375,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Jul-2016,2016-07-29 10:04:00,2016-07-29 18:12:00,0 days 08:08:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Jul-2016,2016-07-30 21:49:00,2016-07-31 05:17:00,0 days 07:28:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Aug-2016,2016-08-03 09:30:00,2016-08-03 17:29:00,0 days 07:59:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Aug-2016,2016-08-04 22:05:00,2016-08-05 05:23:00,0 days 07:18:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Aug-2016,2016-08-08 09:30:00,2016-08-08 17:48:00,0 days 08:18:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Aug-2016,2016-08-09 22:05:00,2016-08-10 05:47:00,0 days 07:42:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Aug-2016,2016-08-13 08:16:00,2016-08-13 17:32:00,0 days 09:16:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Aug-2016,2016-08-14 22:50:00,2016-08-15 06:30:00,0 days 07:40:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Aug-2016,2016-08-18 11:14:00,2016-08-18 22:00:00,0 days 10:46:00.000000000,VS19,LHR,London,United Kingdom,51.4706,-0.461941,SFO,San Francisco,United States,37.61899948120117,-122.375,346,CC
Aug-2016,2016-08-21 01:01:00,2016-08-21 11:24:00,0 days 10:23:00.000000000,VS20,SFO,San Francisco,United States,37.61899948120117,-122.375,LHR,London,United Kingdom,51.4706,-0.461941,346,CC
Aug-2016,2016-08-25 08:09:00,2016-08-25 16:50:00,0 days 08:41:00.000000000,VS39,LHR,London,United Kingdom,51.4706,-0.461941,ORD,Chicago,United States,41.9786,-87.9048,333,CC
Aug-2016,2016-08-26 22:44:00,2016-08-27 06:47:00,0 days 08:03:00.000000000,VS40,ORD,Chicago,United States,41.9786,-87.9048,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
Aug-2016,2016-08-30 15:00:00,2016-08-31 01:32:00,0 days 10:32:00.000000000,VS23,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,789,CC
Sep-2016,2016-09-02 04:04:00,2016-09-02 14:12:00,0 days 10:08:00.000000000,VS24,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Sep-2016,2016-09-11 14:45:00,2016-09-12 02:08:00,0 days 11:23:00.000000000,VS23,LHR,London,United Kingdom,51.4706,-0.461941,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,789,CC
Sep-2016,2016-09-14 03:45:00,2016-09-14 13:51:00,0 days 10:06:00.000000000,VS24,LAX,Los Angeles,United States,33.94250107,-118.40799709999999,LHR,London,United Kingdom,51.4706,-0.461941,789,CC
Sep-2016,2016-09-28 09:22:00,2016-09-28 17:46:00,0 days 08:24:00.000000000,VS107,LHR,London,United Kingdom,51.4706,-0.461941,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,333,CC
Oct-2016,2016-09-30 21:50:00,2016-10-01 05:10:00,0 days 07:20:00.000000000,VS108,DTW,Detroit,United States,42.212398529052734,-83.35340118408203,LHR,London,United Kingdom,51.4706,-0.461941,333,CC
